team,quarter,drive_team,play_count,play_count_team,down,red_zone,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Alabama,1Q,2,25,9,1,Normal,pass,9,successful,,0.86,0.89,0.22,,M.Jones,D.Smith,N.McCloud,S.Crawford,0.5,0.5," 10-M.Jones complete to 6-D.Smith. 6-D.Smith to BAMA 27 for 9 yards (4-N.McCloud,20-S.Crawford). "
Alabama,1Q,2,26,10,2,Normal,pass,8,successful,,0.88,0.90,0.20,,M.Jones,S.Bolden,K.Hamilton,,1,, 10-M.Jones complete to 18-S.Bolden. 18-S.Bolden to BAMA 35 for 8 yards (14-K.Hamilton). 
Alabama,1Q,2,27,11,1,Normal,run,53,explosive,1.00,,0.91,0.27,N.Harris,,,C.Lewis,,1,, 22-N.Harris pushed ob at ND 12 for 53 yards (26-C.Lewis). 
Alabama,1Q,2,28,12,1,Red Zone,pass,12,successful,,0.89,0.92,0.25,,M.Jones,J.Billingsley,,,,, 10-M.Jones complete to 19-J.Billingsley. 19-J.Billingsley runs 12 yards for a touchdown. 
Notre Dame,1Q,3,31,14,1,Normal,run,3,not successful,0.33,,0.36,0.82,C.Tyree,,,W.Anderson,,1,, 25-C.Tyree to ND 28 for 3 yards (31-W.Anderson). 
Notre Dame,1Q,3,32,15,2,Normal,pass,27,explosive,,0.67,0.42,0.75,,I.Book,C.Tyree,,,,, 12-I.Book complete to 25-C.Tyree. 25-C.Tyree runs ob at BAMA 45 for 27 yards. 
Notre Dame,1Q,3,33,16,1,Normal,run,3,not successful,0.30,,0.38,0.77,C.Tyree,,,W.Anderson,,1,, 25-C.Tyree to BAMA 42 for 3 yards (31-W.Anderson). 
Notre Dame,1Q,3,34,17,2,Normal,run,4,not successful,0.27,,0.36,0.79,C.Tyree,,,C.Harris,P.Mathis,0.5,0.5," 25-C.Tyree to BAMA 38 for 4 yards (8-C.Harris,48-P.Mathis). "
Notre Dame,1Q,3,35,18,3,Normal,run,4,successful,0.33,,0.40,0.80,K.Williams,,,P.Mathis,,1,, 23-K.Williams to BAMA 34 for 4 yards (48-P.Mathis). 
Notre Dame,1Q,3,36,19,1,Normal,pass,,not successful,,0.50,0.38,0.75,,I.Book,,,,,, 12-I.Book incomplete. 
Notre Dame,1Q,3,37,20,2,Normal,run,9,successful,0.38,,0.41,0.76,K.Williams,,,D.Hellams,,1,, 23-K.Williams to BAMA 25 for 9 yards (29-D.Hellams). 
Notre Dame,1Q,3,38,21,3,Normal,run,5,successful,0.43,,0.44,0.78,K.Williams,,,C.Harris,,1,, 23-K.Williams to BAMA 20 for 5 yards (8-C.Harris). 
Notre Dame,2Q,4,39,22,1,Normal,pass,4,not successful,,0.40,0.42,0.74,,I.Book,K.Williams,D.Moses,,1,, 12-I.Book complete to 23-K.Williams. 23-K.Williams to BAMA 16 for 4 yards (32-D.Moses). 
