team,quarter,drive_team,play_count,play_count_team,down,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Iowa,1Q,4,33,11,1,run,4,not successful,0.20,,0.20,0.56,T.Goodson,,,J.Glasgow,,1,,15-T.Goodson to IOW 43 for 4 yards (29-J.Glasgow).
Iowa,1Q,4,34,12,2,pass,,not successful,,0.20,0.18,0.50,,N.Stanley,H.Marchese,,,,,"4-N.Stanley incomplete. Intended for 13-H.Marchese, INTERCEPTED by 14-J.Metellus at MICH 31. 14-J.Metellus to MICH 31 for no gain."
Michigan,1Q,5,35,19,1,run,-3,not successful,0.50,,0.35,0.47,Z.Charbonnet,,,C.Golston,,1,,24-Z.Charbonnet to MICH 28 for -3 yards (57-C.Golston).
Michigan,1Q,5,36,20,2,run,7,not successful,0.44,,0.33,0.50,S.Patterson,,,D.Nixon,,1,,2-S.Patterson scrambles to MICH 35 for 7 yards (54-D.Nixon).
Michigan,1Q,5,37,21,3,pass,,not successful,,0.20,0.32,0.47,,S.Patterson,N.Collins,,,,,2-S.Patterson incomplete. Intended for 4-N.Collins.
Iowa,1Q,5,39,13,1,run,6,successful,0.33,,0.25,0.55,T.Young,,,A.Hutchinson,K.Hudson,0.5,0.5,"28-T.Young to IOW 41 for 6 yards (97-A.Hutchinson,7-K.Hudson)."
Iowa,1Q,5,40,14,2,run,-2,not successful,0.29,,0.23,0.58,T.Goodson,,,A.Hutchinson,K.Hudson,0.5,0.5,"15-T.Goodson to IOW 39 for -2 yards (97-A.Hutchinson,7-K.Hudson)."
Iowa,1Q,5,41,15,3,pass,7,successful,,0.33,0.29,0.54,,N.Stanley,N.Ragaini,J.Metellus,,1,,4-N.Stanley complete to 89-N.Ragaini. 89-N.Ragaini to IOW 46 for 7 yards (14-J.Metellus).
Iowa,1Q,5,42,16,1,run,-1,not successful,0.25,,0.27,0.57,I.Smith-Marsette,,,K.Hudson,V.Gray,0.5,0.5,"6-I.Smith-Marsette to IOW 45 for -1 yard (7-K.Hudson,31-V.Gray)."
Iowa,1Q,5,43,17,2,run,5,not successful,0.22,,0.25,0.60,T.Goodson,,,A.Hutchinson,D.Hill,0.5,0.5,"15-T.Goodson to MICH 50 for 5 yards (97-A.Hutchinson,30-D.Hill)."
Iowa,1Q,5,44,18,3,pass,15,explosive,,0.43,0.29,0.56,,N.Stanley,T.Goodson,D.Hill,V.Gray,0.5,0.5,"4-N.Stanley complete to 15-T.Goodson. 15-T.Goodson to MICH 35 for 15 yards (30-D.Hill,31-V.Gray)."
Iowa,1Q,5,45,19,1,pass,,not successful,,0.38,0.28,0.53,,N.Stanley,I.Smith-Marsette,,,,,4-N.Stanley incomplete. Intended for 6-I.Smith-Marsette.
Iowa,1Q,5,46,20,2,pass,11,successful,,0.44,0.32,0.50,,N.Stanley,T.Goodson,A.Thomas,,1,,4-N.Stanley complete to 15-T.Goodson. 15-T.Goodson to MICH 24 for 11 yards (1-A.Thomas).
Iowa,2Q,6,47,21,1,run,5,successful,0.30,,0.35,0.53,T.Goodson,,,C.McGrone,,1,,15-T.Goodson pushed ob at MICH 19 for 5 yards (44-C.McGrone).
Iowa,2Q,6,48,22,2,pass,9,successful,,0.50,0.38,0.50,,N.Stanley,N.Ragaini,L.Hill,,1,,4-N.Stanley complete to 89-N.Ragaini. 89-N.Ragaini to MICH 10 for 9 yards (24-L.Hill).
Iowa,2Q,6,49,23,1,run,1,not successful,0.27,,0.36,0.52,T.Young,,,C.Kemp,,1,,28-T.Young to MICH 9 for 1 yard (2-C.Kemp).
Iowa,2Q,6,50,24,2,run,5,not successful,0.25,,0.35,0.55,T.Young,,,B.Hawkins,,1,,28-T.Young to MICH 4 for 5 yards (20-B.Hawkins).
Iowa,2Q,6,51,25,3,pass,,not successful,,0.45,0.33,0.52,,N.Stanley,O.Martin,,,,,4-N.Stanley incomplete. Intended for 5-O.Martin.
Michigan,2Q,6,54,23,1,run,3,not successful,0.40,,0.30,0.50,Z.Charbonnet,,,C.Golston,A.Schulte,0.5,0.5,"24-Z.Charbonnet to MICH 32 for 3 yards (57-C.Golston,74-A.Schulte)."
