team,quarter,drive_team,play_count,play_count_team,down,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
South Carolina,4Q,11,174,70,1,pass,13,successful,,0.39,0.39,0.44,,D.Joyner,N.Muse,E.Stokes,,1,,7-D.Joyner complete to 9-N.Muse. 9-N.Muse pushed ob at SC 38 for 13 yards (27-E.Stokes).
South Carolina,4Q,11,175,71,1,pass,,not successful,,0.38,0.39,0.43,,D.Joyner,R.Dowdle,,,,,7-D.Joyner incomplete. Intended for 5-R.Dowdle.
South Carolina,4Q,11,176,72,2,pass,15,successful,,0.39,0.40,0.42,,D.Joyner,C.Dawkins,,,,,"7-D.Joyner incomplete. Intended for 83-C.Dawkins. Penalty on UGA 14-D.Daniel, Pass interference, 15 yards, enforced at SC 38. No Play."
South Carolina,4Q,11,177,73,1,pass,-2,not successful,,0.38,0.39,0.41,,D.Joyner,R.Dowdle,R.LeCounte,,1,,7-D.Joyner complete to 5-R.Dowdle. 5-R.Dowdle to UGA 49 for -2 yards (2-R.LeCounte).
South Carolina,4Q,11,178,74,2,run,6,not successful,0.36,,0.38,0.42,D.Joyner,,,N.Smith,,1,,7-D.Joyner scrambles to UGA 43 for 6 yards (4-N.Smith).
South Carolina,4Q,11,179,75,3,run,3,not successful,0.35,,0.38,0.43,D.Joyner,,,A.Anderson,,1,,7-D.Joyner scrambles to UGA 40 for 3 yards (19-A.Anderson).
Georgia,4Q,14,181,93,1,pass,,not successful,,0.47,0.50,0.41,,J.Fromm,D.Swift,,,,,11-J.Fromm incomplete. Intended for 7-D.Swift.
Georgia,4Q,14,182,94,2,run,8,successful,0.51,,0.51,0.42,D.Swift,,,T.Brunson,,1,,7-D.Swift to UGA 48 for 8 yards (6-T.Brunson).
Georgia,4Q,14,183,95,3,run,9,successful,0.53,,0.51,0.42,J.Fromm,,,,,,,"11-J.Fromm scrambles, runs ob at SC 43 for 9 yards."
Georgia,4Q,14,184,96,1,pass,5,successful,,0.48,0.52,0.42,,J.Fromm,T.Simmons,I.Mukuamu,,1,,11-J.Fromm complete to 87-T.Simmons. 87-T.Simmons to SC 38 for 5 yards (24-I.Mukuamu).
Georgia,4Q,14,185,97,2,pass,,not successful,,0.47,0.51,0.41,,J.Fromm,E.Wolf,,,,,11-J.Fromm incomplete. Intended for 17-E.Wolf.
Georgia,4Q,14,187,99,3,pass,,not successful,,0.46,0.51,0.41,,J.Fromm,,,,,,11-J.Fromm incomplete.
Georgia,#VALUE!,15,188,100,1,run,4,not successful,0.51,,0.50,0.42,D.Swift,,,E.Jones,K.Smith,0.5,0.5,"7-D.Swift to SC 21 for 4 yards (53-E.Jones,95-K.Smith)."
Georgia,#VALUE!,15,189,101,2,pass,,not successful,,0.45,0.49,0.41,,J.Fromm,,,,,,11-J.Fromm incomplete. INTERCEPTED by 24-I.Mukuamu at SC 14. 24-I.Mukuamu to SC 14 for no gain.
South Carolina,#VALUE!,12,190,77,1,run,3,not successful,0.33,,0.37,0.44,R.Dowdle,,,M.Rice,,1,,5-R.Dowdle to UGA 22 for 3 yards (32-M.Rice).
South Carolina,#VALUE!,12,191,78,2,run,5,successful,0.36,,0.38,0.45,R.Dowdle,,,A.Ojulari,,1,,5-R.Dowdle to UGA 17 for 5 yards (13-A.Ojulari).
South Carolina,#VALUE!,12,192,79,3,run,1,not successful,0.34,,0.38,0.46,R.Dowdle,,,M.Herring,,1,,5-R.Dowdle to UGA 16 for 1 yard (10-M.Herring).
South Carolina,#VALUE!,13,194,81,1,run,7,successful,0.37,,0.38,0.47,B.Edwards,,,M.Rice,,1,,89-B.Edwards to UGA 18 for 7 yards (32-M.Rice).
South Carolina,#VALUE!,13,195,82,2,run,2,not successful,0.35,,0.38,0.48,D.Joyner,,,T.Crowder,,1,,"7-D.Joyner scrambles, pushed ob at UGA 16 for 2 yards (30-T.Crowder)."
South Carolina,#VALUE!,13,196,83,3,run,0,not successful,0.34,,0.37,0.48,R.Dowdle,,,T.Clark,,1,,5-R.Dowdle to UGA 16 for no gain (52-T.Clark).
South Carolina,#VALUE!,13,197,84,4,run,8,successful,0.36,,0.38,0.49,R.Dowdle,,,M.Rice,T.Crowder,0.5,0.5,"5-R.Dowdle to UGA 8 for 8 yards (32-M.Rice,30-T.Crowder)."
South Carolina,#VALUE!,13,198,85,1,run,2,not successful,0.35,,0.38,0.50,T.Feaster,,,M.Barnett,T.Clark,0.5,0.5,"4-T.Feaster to UGA 6 for 2 yards (94-M.Barnett,52-T.Clark)."
South Carolina,#VALUE!,13,200,87,2,run,1,not successful,0.34,,0.37,0.51,R.Dowdle,,,A.Ojulari,,1,,5-R.Dowdle pushed ob at UGA 2 for 1 yard (13-A.Ojulari).
South Carolina,#VALUE!,13,201,88,3,run,-4,not successful,0.33,,0.37,0.51,R.Dowdle,,,T.Clark,,1,,5-R.Dowdle to UGA 6 for -4 yards (52-T.Clark).
Georgia,#VALUE!,16,203,102,1,run,0,not successful,0.50,,0.49,0.42,D.Swift,,,T.Brunson,,1,,7-D.Swift to SC 25 for no gain (6-T.Brunson).
Georgia,#VALUE!,16,204,103,2,pass,,not successful,,0.44,0.48,0.41,,J.Fromm,C.Woerner,,,,,11-J.Fromm incomplete. Intended for 89-C.Woerner.
Georgia,#VALUE!,16,205,104,3,pass,,not successful,,0.44,0.48,0.41,,J.Fromm,D.Robertson,,,,,11-J.Fromm incomplete. Intended for 16-D.Robertson.
