team,quarter,drive_team,play_count,play_count_team,down,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Clemson,4Q,11,162,63,2,run,38,explosive,0.30,,0.43,0.41,T.Etienne,,,,,,,9-T.Etienne runs ob at BAMA 43 for 38 yards.
Clemson,4Q,11,163,64,1,run,4,not successful,0.29,,0.42,0.42,T.Feaster,,,I.Buggs,,1,,28-T.Feaster to BAMA 39 for 4 yards (49-I.Buggs).
Clemson,4Q,11,164,65,2,pass,0,not successful,,0.47,0.42,0.41,,T.Lawrence,T.Chase,J.Jobe,,1,,16-T.Lawrence complete to 18-T.Chase. 18-T.Chase to BAMA 39 for no gain (28-J.Jobe).
Clemson,4Q,11,165,66,3,run,8,successful,0.32,,0.43,0.42,T.Lawrence,,,S.Carter,D.Thompson,0.5,0.5,"16-T.Lawrence to BAMA 31 for 8 yards (5-S.Carter,14-D.Thompson)."
Clemson,4Q,11,166,67,1,run,2,not successful,0.31,,0.42,0.43,A.Choice,,,M.Wilson,,1,,26-A.Choice to BAMA 29 for 2 yards (30-M.Wilson).
Clemson,4Q,11,167,68,2,run,12,successful,0.33,,0.43,0.44,T.Lawrence,,,D.Moses,,1,,16-T.Lawrence to BAMA 17 for 12 yards (32-D.Moses).
Clemson,4Q,11,168,69,1,run,4,not successful,0.32,,0.42,0.45,A.Choice,,,D.Moses,,1,,26-A.Choice to BAMA 13 for 4 yards (32-D.Moses).
Clemson,4Q,11,169,70,2,run,2,not successful,0.31,,0.42,0.46,A.Choice,,,S.Carter,,1,,26-A.Choice to BAMA 11 for 2 yards (5-S.Carter).
Clemson,4Q,11,170,71,3,run,-1,not successful,0.30,,0.41,0.47,C.Brice,,,A.Jennings,,1,,7-C.Brice to BAMA 12 for -1 yard (33-A.Jennings).
Clemson,4Q,11,171,72,4,run,7,successful,0.32,,0.42,0.48,A.Choice,,,I.Buggs,,1,,26-A.Choice to BAMA 5 for 7 yards (49-I.Buggs).
